journey_id,path,num_touchpoints,converted,revenue
1270,Social Media,1,0,0
1271,Direct,1,0,0
1272,Organic Search,1,1,87.93
1273,Direct,1,1,145.55
1274,Direct,1,1,336.46
1275,Organic Search > Paid Search,2,0,0
1276,Direct > Direct,2,1,84.64
1277,Paid Search,1,0,0
1278,Direct > Direct,2,0,0
1279,Paid Search > Social Media,2,0,0
1280,Direct > Social Media,2,0,0
1281,Direct > Direct,2,1,147.35
1282,Paid Search,1,0,0
1283,Social Media,1,0,0
1284,Direct,1,1,465.8
1285,Direct,1,0,0
1286,Direct > Email,2,0,0
1287,Organic Search > Paid Search,2,0,0
1288,Social Media > Social Media,2,1,108.05
1289,Social Media > Email,2,1,501.39
1290,Social Media,1,0,0
1291,Paid Search,1,0,0
1292,Paid Search > Social Media > Paid Search > Organic Search,4,0,0
1293,Organic Search > Social Media > Email,3,1,403.11
1294,Organic Search,1,0,0
1295,Direct,1,0,0
1296,Paid Search > Email > Direct > Email > Direct > Organic Search,6,0,0
1297,Paid Search > Email,2,1,1390.71
1298,Paid Search,1,0,0
1299,Email,1,1,696.21
1300,Organic Search,1,0,0
1301,Paid Search > Direct,2,0,0
1302,Social Media,1,1,229.58
1303,Organic Search > Email > Direct,3,0,0
1304,Paid Search > Direct,2,1,179.24
1305,Organic Search,1,0,0
1306,Paid Search,1,1,244.68
1307,Direct,1,0,0
1308,Organic Search > Email > Direct > Social Media,4,1,802.9
1309,Paid Search > Email,2,1,418.59
1310,Social Media > Paid Search > Paid Search > Direct,4,1,430.45
1311,Email,1,1,251.47
1312,Paid Search,1,0,0
1313,Direct,1,1,290.05
1314,Direct > Social Media,2,0,0
1315,Paid Search > Email,2,0,0
1316,Paid Search,1,1,82.89
1317,Organic Search,1,1,164.66
1318,Direct,1,1,270.68
1319,Organic Search,1,1,446.09
1320,Organic Search,1,1,186.84
1321,Social Media,1,1,573.38
1322,Organic Search,1,1,263.46
1323,Social Media,1,0,0
1324,Organic Search,1,0,0
1325,Organic Search > Email > Social Media,3,0,0
1326,Social Media,1,0,0
1327,Social Media,1,0,0
1328,Organic Search > Direct,2,1,137.25
1329,Organic Search > Email > Direct > Paid Search > Direct,5,1,83.64
1330,Social Media > Social Media,2,1,617.5
1331,Social Media > Paid Search,2,1,792.31
1332,Paid Search,1,1,494.51
1333,Organic Search,1,1,181.35
1334,Direct,1,1,190.66
1335,Paid Search,1,1,307.94
1336,Social Media,1,0,0
1337,Direct > Organic Search > Organic Search,3,1,262.02
1338,Email,1,0,0
1339,Paid Search > Email,2,1,206.78
1340,Organic Search > Social Media,2,0,0
1341,Paid Search,1,1,51.53
1342,Social Media > Email,2,1,217.47
1343,Organic Search > Social Media > Email,3,1,418.9
1344,Social Media > Direct,2,1,314.79
1345,Paid Search,1,0,0
1346,Paid Search,1,1,949.02
1347,Social Media > Email,2,1,221.37
1348,Email,1,0,0
1349,Paid Search,1,0,0
1350,Organic Search > Organic Search,2,0,0
1351,Social Media,1,0,0
1352,Social Media > Email,2,1,400.62
1353,Social Media > Email > Organic Search > Email,4,1,162.98
1354,Direct > Email > Direct > Paid Search,4,0,0
1355,Email,1,0,0
1356,Paid Search > Organic Search > Direct,3,1,280.91
1357,Social Media,1,1,714.94
1358,Direct,1,0,0
1359,Direct,1,1,231.14
1360,Paid Search,1,1,202.47
1361,Direct,1,0,0
1362,Social Media > Organic Search > Direct > Organic Search > Direct,5,1,194.39
1363,Paid Search,1,0,0
1364,Paid Search > Social Media > Social Media > Email > Direct > Paid Search > Social Media > Social Media > Organic Search,9,1,323.95
1365,Paid Search > Email > Paid Search,3,1,111.21
1366,Organic Search,1,1,160.91
1367,Organic Search > Direct,2,1,63.45
1368,Paid Search > Social Media,2,1,701.7
1369,Social Media,1,0,0
1370,Paid Search,1,0,0
1371,Social Media,1,0,0
1372,Paid Search,1,0,0
1373,Email,1,1,253.21
1374,Direct,1,1,610.69
1375,Social Media > Direct > Email > Social Media,4,0,0
1376,Social Media,1,0,0
1377,Paid Search,1,1,673.27
1378,Direct,1,1,168.83
1379,Paid Search > Direct > Social Media,3,0,0
1380,Social Media > Paid Search > Paid Search,3,0,0
1381,Email > Direct,2,1,1299.12
1382,Paid Search > Direct,2,1,784.34
1383,Paid Search > Email,2,0,0
1384,Social Media,1,0,0
1385,Paid Search,1,0,0
1386,Paid Search > Social Media,2,0,0
1387,Organic Search,1,0,0
1388,Social Media > Direct,2,1,533.05
1389,Email > Social Media,2,0,0
1390,Organic Search > Paid Search,2,0,0
1391,Email > Direct,2,1,254.32
1392,Email,1,0,0
1393,Direct,1,1,86.68
1394,Organic Search > Direct,2,1,317.4
1395,Social Media > Email,2,1,221.82
1396,Direct,1,1,237.71
1397,Organic Search > Organic Search,2,0,0
1398,Paid Search > Paid Search > Email > Direct,4,1,225.84
1399,Email > Direct,2,0,0
1400,Direct > Email,2,1,129.53
1401,Paid Search > Direct,2,1,484.92
1402,Organic Search > Email,2,0,0
1403,Email > Social Media,2,0,0
1404,Social Media > Paid Search > Organic Search > Organic Search,4,0,0
1405,Paid Search > Direct,2,0,0
1406,Organic Search,1,1,473.62
1407,Email,1,1,307.88
1408,Paid Search,1,1,413.18
1409,Organic Search,1,1,708.08
1410,Organic Search > Direct,2,1,420.18
1411,Direct,1,1,669.75
1412,Paid Search,1,1,232.82
1413,Direct,1,0,0
1414,Email,1,1,272.48
1415,Organic Search > Direct,2,0,0
1416,Direct > Paid Search,2,1,968.75
1417,Organic Search > Social Media,2,0,0
1418,Paid Search,1,1,640.29
1419,Paid Search,1,0,0
1420,Email > Direct > Organic Search,3,0,0
1421,Social Media,1,0,0
1422,Social Media > Organic Search > Direct > Social Media > Organic Search,5,0,0
1423,Email,1,1,70.63
1424,Paid Search,1,0,0
1425,Organic Search > Paid Search > Email,3,0,0
1426,Organic Search > Paid Search > Social Media,3,1,161.66
1427,Email > Direct,2,0,0
1428,Paid Search,1,0,0
1429,Direct,1,1,86.27
1430,Direct > Social Media > Direct,3,0,0
1431,Email > Email > Direct,3,1,233.59
1432,Paid Search,1,1,673.99
1433,Organic Search > Email > Direct,3,0,0
1434,Email,1,1,226.4
1435,Paid Search > Social Media,2,0,0
1436,Organic Search,1,0,0
1437,Paid Search,1,1,373.15
1438,Organic Search,1,0,0
1439,Social Media,1,0,0
1440,Paid Search,1,0,0
1441,Direct,1,1,74.57
1442,Social Media > Email,2,0,0
1443,Social Media,1,0,0
1444,Social Media > Paid Search > Email,3,1,186.9
1445,Social Media,1,0,0
1446,Organic Search > Paid Search > Paid Search > Direct > Email > Direct > Email > Organic Search > Paid Search,9,0,0
1447,Social Media,1,0,0
1448,Direct,1,1,679.97
1449,Direct > Paid Search,2,1,326.43
1450,Direct,1,0,0
1451,Social Media > Social Media > Direct,3,0,0
1452,Social Media,1,0,0
1453,Organic Search > Email,2,0,0
1454,Email > Direct > Social Media > Organic Search,4,0,0
1455,Paid Search > Email > Paid Search,3,0,0
1456,Organic Search > Direct,2,1,344.12
1457,Organic Search > Direct > Social Media,3,0,0
1458,Organic Search,1,1,386.16
1459,Organic Search > Paid Search,2,1,161.47
1460,Direct > Social Media,2,0,0
1461,Direct,1,1,225.01
1462,Direct,1,1,763.95
1463,Paid Search > Direct,2,0,0
1464,Email,1,0,0
1465,Paid Search > Organic Search,2,0,0
1466,Email,1,1,761.03
1467,Paid Search,1,1,579.36
1468,Direct > Paid Search,2,1,132.18
1469,Paid Search,1,0,0
1470,Social Media > Paid Search > Organic Search > Email > Social Media,5,0,0
1471,Direct,1,1,71.22
1472,Social Media,1,0,0
1473,Organic Search > Paid Search,2,1,493.54
1474,Organic Search > Direct > Direct,3,1,1173.96
1475,Direct > Organic Search > Paid Search,3,0,0
1476,Organic Search > Paid Search,2,0,0
1477,Social Media > Direct,2,1,159.58
1478,Social Media,1,0,0
1479,Organic Search > Paid Search,2,1,750.81
1480,Organic Search,1,0,0
1481,Organic Search > Paid Search > Organic Search > Social Media,4,0,0
1482,Paid Search > Social Media,2,1,659.5
1483,Paid Search,1,0,0
1484,Organic Search,1,0,0
1485,Paid Search,1,0,0
1486,Direct,1,1,293.96
1487,Social Media > Paid Search,2,0,0
1488,Email,1,0,0
1489,Social Media > Email > Paid Search > Social Media > Email,5,1,463.2
1490,Direct > Organic Search > Paid Search,3,0,0
1491,Social Media,1,0,0
1492,Organic Search > Direct > Organic Search > Paid Search > Paid Search,5,1,266.49
1493,Email,1,0,0
1494,Social Media > Paid Search,2,1,447.22
1495,Direct,1,1,95.0
1496,Paid Search,1,0,0
1497,Social Media,1,0,0
1498,Paid Search > Organic Search > Paid Search > Paid Search,4,1,140.48
1499,Email,1,1,242.58
1500,Social Media > Social Media > Paid Search,3,0,0
1501,Social Media,1,0,0
1502,Paid Search > Social Media,2,0,0
1503,Organic Search,1,1,158.67
1504,Paid Search,1,0,0
1505,Email > Organic Search,2,0,0
1506,Direct > Social Media,2,0,0
1507,Paid Search > Paid Search,2,0,0
1508,Social Media,1,1,99.69
1509,Social Media > Email,2,0,0
1510,Paid Search > Paid Search,2,1,250.21
1511,Organic Search > Direct,2,1,157.98
1512,Direct,1,1,84.1
1513,Social Media,1,0,0
1514,Direct > Email > Paid Search,3,1,84.13
1515,Direct,1,1,135.89
1516,Direct,1,1,1457.0
1517,Social Media > Paid Search,2,0,0
1518,Direct > Paid Search,2,0,0
1519,Paid Search,1,0,0
1520,Social Media,1,0,0
1521,Organic Search,1,0,0
1522,Social Media > Paid Search > Email,3,1,336.71
1523,Organic Search,1,1,295.05
1524,Organic Search > Direct,2,0,0
1525,Organic Search > Direct,2,1,1731.94
1526,Paid Search > Social Media,2,1,232.95
1527,Direct > Social Media > Social Media,3,0,0
1528,Organic Search > Direct > Direct,3,0,0
1529,Direct,1,0,0
1530,Organic Search > Direct,2,0,0
1531,Direct,1,1,1055.63
1532,Paid Search,1,1,128.28
1533,Direct,1,1,156.48
1534,Organic Search,1,0,0
1535,Paid Search,1,0,0
1536,Email > Paid Search,2,0,0
1537,Social Media > Organic Search,2,0,0
1538,Social Media,1,0,0
1539,Organic Search > Email,2,1,93.82
1540,Social Media > Organic Search,2,0,0
1541,Organic Search,1,0,0
1542,Organic Search > Paid Search > Direct,3,0,0
1543,Social Media,1,0,0
1544,Organic Search,1,0,0
1545,Organic Search > Email > Direct,3,0,0
1546,Organic Search > Paid Search > Email,3,1,273.63
1547,Social Media,1,0,0
1548,Paid Search > Email,2,1,1918.05
1549,Email,1,0,0
1550,Organic Search,1,0,0
1551,Paid Search > Paid Search,2,0,0
1552,Organic Search,1,0,0
1553,Organic Search > Social Media,2,0,0
1554,Paid Search,1,0,0
1555,Paid Search,1,1,292.39
1556,Paid Search > Social Media > Email > Direct,4,1,65.74
1557,Direct > Email,2,0,0
1558,Social Media > Email > Direct,3,1,198.34
1559,Social Media,1,0,0
1560,Paid Search > Email > Paid Search,3,0,0
1561,Organic Search > Social Media > Direct,3,0,0
1562,Email > Organic Search > Email > Direct > Social Media,5,0,0
1563,Social Media > Social Media,2,0,0
1564,Email,1,1,292.09
1565,Organic Search > Organic Search > Social Media > Paid Search > Email > Social Media,6,1,129.24
1566,Paid Search > Direct,2,1,125.39
1567,Direct,1,1,287.23
1568,Paid Search > Email > Organic Search,3,0,0
1569,Direct,1,1,1210.87
1570,Organic Search,1,0,0
1571,Direct,1,1,191.31
1572,Direct,1,1,638.98
1573,Direct > Social Media,2,1,150.41
1574,Email > Direct > Paid Search > Organic Search,4,1,333.29
1575,Direct > Email > Organic Search > Direct,4,1,252.43
1576,Paid Search > Social Media > Email,3,1,463.38
1577,Paid Search > Social Media,2,0,0
1578,Paid Search > Direct > Direct,3,1,449.72
1579,Organic Search,1,0,0
1580,Paid Search,1,0,0
1581,Email > Direct,2,0,0
1582,Direct,1,1,155.83
1583,Social Media > Organic Search > Paid Search > Direct,4,0,0
1584,Direct > Paid Search,2,0,0
1585,Email > Paid Search > Direct,3,0,0
1586,Paid Search,1,1,1632.87
1587,Organic Search > Paid Search > Direct,3,1,256.56
1588,Email > Direct,2,1,216.1
1589,Organic Search > Social Media,2,0,0
1590,Email,1,1,735.61
1591,Paid Search > Direct,2,0,0
1592,Organic Search > Paid Search > Email,3,0,0
1593,Organic Search,1,0,0
1594,Social Media,1,1,351.2
1595,Paid Search,1,1,178.13
1596,Social Media,1,0,0
1597,Organic Search > Paid Search > Email,3,0,0
1598,Organic Search > Paid Search > Email > Direct,4,0,0
1599,Paid Search > Email,2,1,305.55
1600,Email > Social Media > Organic Search,3,0,0
1601,Paid Search,1,0,0
1602,Email,1,1,221.36
1603,Social Media > Organic Search,2,1,519.35
1604,Paid Search > Direct,2,1,277.7
1605,Organic Search > Paid Search > Social Media > Paid Search,4,0,0
1606,Social Media,1,0,0
1607,Paid Search,1,1,653.78
1608,Organic Search > Direct > Paid Search,3,0,0
1609,Direct,1,1,140.64
1610,Email,1,0,0
1611,Social Media,1,0,0
1612,Paid Search,1,1,253.64
1613,Organic Search,1,0,0
1614,Organic Search > Paid Search > Paid Search > Social Media > Organic Search,5,1,616.6
1615,Email,1,1,76.95
1616,Email,1,1,79.73
1617,Organic Search > Paid Search,2,1,1673.56
1618,Direct > Email,2,0,0
1619,Organic Search > Email > Paid Search,3,0,0
1620,Direct,1,0,0
1621,Paid Search > Social Media,2,1,862.73
1622,Social Media > Organic Search,2,1,104.25
1623,Organic Search > Social Media,2,0,0
1624,Paid Search,1,0,0
1625,Organic Search > Paid Search,2,1,1049.69
1626,Social Media > Direct,2,0,0
1627,Organic Search > Email > Direct > Email > Social Media > Paid Search,6,0,0
1628,Organic Search > Paid Search > Social Media,3,0,0
1629,Social Media,1,1,132.03
1630,Organic Search > Social Media,2,0,0
1631,Paid Search,1,0,0
1632,Paid Search,1,1,263.84
1633,Organic Search > Paid Search,2,0,0
1634,Paid Search,1,1,299.68
1635,Paid Search > Paid Search > Direct,3,1,85.84
1636,Paid Search,1,1,281.32
1637,Direct > Paid Search,2,0,0
1638,Paid Search,1,1,149.1
1639,Email,1,1,228.37
1640,Social Media > Social Media,2,0,0
1641,Social Media > Email,2,1,442.67
1642,Paid Search > Email,2,0,0
1643,Organic Search > Social Media > Direct,3,1,74.9
1644,Organic Search > Paid Search,2,1,253.05
1645,Social Media > Paid Search,2,1,69.13
1646,Email,1,0,0
1647,Email > Social Media,2,0,0
1648,Paid Search > Email > Direct,3,0,0
1649,Paid Search,1,0,0
1650,Organic Search > Direct,2,0,0
1651,Paid Search > Email > Direct,3,1,189.17
1652,Direct > Direct,2,0,0
1653,Paid Search > Social Media,2,0,0
1654,Paid Search > Paid Search,2,1,611.22
1655,Social Media > Direct,2,0,0
1656,Paid Search > Direct,2,1,346.78
1657,Paid Search,1,0,0
1658,Paid Search > Organic Search > Organic Search,3,0,0
1659,Paid Search,1,1,272.84
1660,Paid Search > Paid Search > Email > Direct,4,1,348.57
1661,Social Media,1,1,126.2
1662,Paid Search > Email > Organic Search > Social Media > Direct,5,0,0
1663,Social Media,1,0,0
1664,Organic Search,1,1,791.46
1665,Paid Search > Direct,2,1,650.09
1666,Social Media > Email,2,1,1009.31
1667,Social Media > Email > Direct,3,1,1680.72
1668,Email,1,1,61.88
1669,Direct,1,1,235.72
1670,Organic Search,1,0,0
1671,Organic Search > Social Media > Organic Search,3,0,0
1672,Paid Search > Social Media,2,0,0
1673,Social Media > Email,2,0,0
1674,Paid Search,1,1,150.58
1675,Social Media > Direct,2,0,0
1676,Organic Search > Organic Search,2,0,0
1677,Direct,1,1,290.53
1678,Social Media > Direct,2,0,0
1679,Paid Search,1,1,1150.59
1680,Social Media,1,0,0
1681,Paid Search > Direct > Social Media > Paid Search,4,1,158.85
1682,Paid Search,1,0,0
1683,Organic Search > Paid Search > Direct,3,0,0
1684,Social Media > Social Media,2,0,0
1685,Paid Search > Paid Search > Social Media > Paid Search,4,0,0
1686,Paid Search,1,1,588.15
1687,Organic Search > Paid Search > Social Media > Social Media,4,0,0
1688,Social Media > Paid Search,2,0,0
1689,Direct,1,1,264.9
1690,Organic Search,1,1,460.23
1691,Paid Search > Direct,2,1,285.79
1692,Social Media > Paid Search > Paid Search,3,1,308.78
1693,Email,1,0,0
1694,Direct > Email,2,0,0
1695,Organic Search > Paid Search,2,0,0
1696,Paid Search,1,1,237.09
1697,Organic Search > Email > Paid Search > Social Media,4,0,0
1698,Paid Search > Email,2,1,424.82
1699,Direct > Direct,2,1,777.99
1700,Direct,1,0,0
1701,Paid Search,1,1,531.61
1702,Direct,1,1,1493.34
1703,Direct,1,0,0
1704,Email > Email,2,1,289.62
1705,Paid Search,1,0,0
1706,Organic Search,1,0,0
1707,Direct,1,1,257.19
1708,Direct > Email > Paid Search,3,0,0
1709,Organic Search > Paid Search,2,0,0
1710,Direct,1,1,406.7
1711,Paid Search > Organic Search,2,0,0
1712,Email,1,0,0
1713,Paid Search > Direct,2,0,0
1714,Social Media,1,0,0
1715,Email,1,0,0
1716,Social Media,1,1,200.53
1717,Email,1,1,216.41
1718,Organic Search,1,1,674.61
1719,Organic Search > Email,2,1,70.56
1720,Organic Search > Direct,2,0,0
1721,Email,1,0,0
1722,Email,1,1,979.1
1723,Paid Search,1,1,221.87
1724,Email,1,0,0
1725,Organic Search > Email > Social Media,3,0,0
1726,Direct,1,0,0
1727,Organic Search,1,0,0
1728,Direct,1,1,744.11
1729,Direct > Email,2,1,150.26
1730,Paid Search > Email > Paid Search > Direct,4,0,0
1731,Organic Search,1,0,0
1732,Paid Search,1,0,0
1733,Paid Search,1,1,228.39
1734,Organic Search,1,0,0
1735,Email > Direct,2,1,264.08
1736,Social Media,1,0,0
1737,Organic Search,1,1,445.11
1738,Organic Search > Social Media > Social Media,3,0,0
1739,Direct,1,1,474.9
1740,Organic Search > Paid Search > Email,3,1,628.0
1741,Social Media,1,0,0
1742,Organic Search > Paid Search > Organic Search > Social Media > Paid Search,5,0,0
1743,Direct,1,0,0
1744,Direct,1,1,568.27
1745,Organic Search,1,1,148.67
1746,Paid Search,1,0,0
1747,Social Media,1,1,175.94
1748,Direct,1,0,0
1749,Organic Search > Social Media,2,1,79.21
1750,Organic Search > Paid Search,2,0,0
1751,Email,1,1,213.17
1752,Direct,1,1,895.64
1753,Paid Search,1,0,0
1754,Paid Search,1,0,0
1755,Email > Social Media,2,0,0
1756,Social Media,1,0,0
1757,Organic Search > Paid Search > Social Media > Organic Search > Social Media,5,0,0
1758,Paid Search,1,0,0
1759,Direct > Organic Search > Email,3,1,495.79
1760,Email,1,0,0
1761,Organic Search > Paid Search,2,0,0
1762,Organic Search > Paid Search,2,1,272.72
1763,Social Media,1,1,310.41
1764,Social Media > Email > Paid Search,3,0,0
1765,Social Media,1,0,0
1766,Organic Search,1,1,436.5
1767,Social Media,1,0,0
1768,Email > Social Media > Organic Search,3,0,0
1769,Social Media > Direct,2,0,0
1770,Social Media > Organic Search,2,0,0
1771,Social Media,1,0,0
1772,Paid Search,1,1,1936.1
1773,Social Media > Paid Search > Organic Search,3,1,63.88
1774,Organic Search,1,0,0
1775,Paid Search > Direct > Social Media,3,0,0
1776,Direct > Paid Search,2,0,0
1777,Organic Search,1,0,0
1778,Organic Search,1,0,0
1779,Social Media > Paid Search > Direct,3,1,965.15
1780,Social Media > Paid Search,2,1,1268.98
1781,Paid Search,1,0,0
1782,Paid Search,1,1,653.89
1783,Email,1,1,455.61
1784,Organic Search > Social Media > Direct > Email,4,1,173.83
1785,Social Media,1,1,159.34
1786,Direct,1,1,81.95
1787,Direct,1,0,0
1788,Paid Search > Email > Organic Search > Paid Search > Organic Search > Paid Search > Direct > Paid Search,8,1,352.03
1789,Organic Search > Paid Search,2,1,215.39
1790,Organic Search > Paid Search > Direct > Paid Search,4,0,0
1791,Organic Search,1,1,602.16
1792,Social Media > Social Media,2,0,0
1793,Direct > Email > Social Media,3,0,0
1794,Social Media,1,0,0
1795,Organic Search > Direct > Organic Search > Paid Search > Social Media > Direct,6,0,0
1796,Direct,1,0,0
1797,Social Media > Direct,2,1,244.29
1798,Social Media,1,0,0
1799,Paid Search > Email > Paid Search > Organic Search > Paid Search > Organic Search,6,0,0
1800,Direct > Email,2,1,461.47
1801,Social Media,1,0,0
1802,Organic Search > Social Media > Direct,3,1,91.53
1803,Organic Search,1,0,0
1804,Direct,1,1,334.09
1805,Organic Search,1,1,576.38
1806,Organic Search,1,1,1969.23
1807,Email,1,1,532.58
1808,Organic Search > Direct,2,1,566.9
1809,Social Media,1,0,0
1810,Paid Search,1,1,453.2
1811,Paid Search > Organic Search,2,0,0
1812,Paid Search > Direct,2,1,238.71
1813,Social Media > Organic Search > Social Media > Paid Search > Email > Email > Social Media,7,0,0
1814,Paid Search,1,1,1485.44
1815,Organic Search > Social Media,2,0,0
1816,Direct,1,0,0
1817,Social Media,1,0,0
1818,Email,1,0,0
1819,Email,1,1,237.31
1820,Social Media > Paid Search > Social Media,3,0,0
1821,Organic Search > Email,2,0,0
1822,Paid Search > Social Media > Organic Search > Organic Search,4,0,0
1823,Paid Search > Social Media,2,0,0
1824,Direct > Organic Search > Paid Search > Direct,4,1,106.02
1825,Organic Search > Social Media > Email > Organic Search,4,0,0
1826,Organic Search > Paid Search,2,1,601.69
1827,Social Media,1,0,0
1828,Paid Search > Direct,2,0,0
1829,Organic Search > Paid Search,2,1,1921.08
1830,Email > Organic Search > Paid Search,3,1,464.39
1831,Organic Search > Social Media > Direct,3,1,648.94
1832,Social Media > Email > Paid Search,3,0,0
1833,Paid Search > Direct,2,0,0
1834,Organic Search,1,0,0
1835,Paid Search,1,1,143.11
1836,Email > Direct,2,1,238.38
1837,Paid Search > Social Media,2,0,0
1838,Paid Search > Direct,2,1,417.84
1839,Paid Search > Organic Search > Paid Search > Organic Search,4,0,0
1840,Direct > Paid Search > Email,3,0,0
1841,Organic Search > Paid Search,2,0,0
1842,Social Media,1,0,0
1843,Direct > Paid Search,2,1,1490.54
1844,Paid Search > Email > Direct,3,0,0
1845,Social Media > Email,2,1,103.16
1846,Organic Search > Direct,2,0,0
1847,Social Media > Direct > Email,3,1,1478.06
1848,Social Media,1,0,0
1849,Email > Direct > Email > Direct > Organic Search > Social Media,6,0,0
1850,Social Media > Paid Search,2,0,0
1851,Organic Search > Paid Search,2,1,654.23
1852,Organic Search > Organic Search,2,0,0
1853,Social Media > Paid Search,2,0,0
1854,Social Media,1,0,0
1855,Organic Search > Paid Search > Direct,3,1,61.93
1856,Social Media > Paid Search > Email,3,1,789.77
1857,Email,1,0,0
1858,Social Media,1,0,0
1859,Social Media,1,1,410.2
1860,Organic Search,1,0,0
1861,Social Media,1,0,0
1862,Social Media,1,1,131.96
1863,Social Media,1,0,0
1864,Paid Search > Paid Search,2,1,622.92
1865,Organic Search,1,0,0
1866,Paid Search > Direct,2,1,552.94
1867,Paid Search > Direct > Email,3,1,464.05
1868,Direct,1,1,429.52
1869,Organic Search > Paid Search,2,1,226.13
1870,Direct > Paid Search > Social Media > Direct,4,0,0
1871,Direct,1,1,340.64
1872,Paid Search > Paid Search,2,1,88.33
1873,Paid Search,1,0,0
1874,Paid Search > Direct,2,0,0
1875,Organic Search,1,1,273.56
1876,Direct > Email,2,0,0
1877,Paid Search > Paid Search > Email,3,0,0
1878,Paid Search,1,1,740.17
1879,Email,1,1,1408.56
1880,Email,1,1,469.96
1881,Paid Search,1,0,0
1882,Paid Search,1,0,0
1883,Social Media > Email > Email > Direct,4,1,456.02
1884,Social Media,1,0,0
1885,Direct,1,0,0
1886,Social Media,1,0,0
1887,Social Media,1,1,189.84
1888,Organic Search,1,1,231.72
1889,Social Media > Paid Search > Direct,3,0,0
1890,Organic Search,1,0,0
1891,Organic Search > Organic Search,2,0,0
1892,Organic Search,1,0,0
1893,Direct,1,1,1410.28
1894,Paid Search > Organic Search,2,0,0
1895,Organic Search > Direct,2,1,226.95
1896,Organic Search > Paid Search > Paid Search > Social Media > Paid Search > Email > Paid Search > Email > Direct > Social Media,10,0,0
1897,Paid Search > Organic Search > Paid Search > Direct > Direct,5,1,143.88
1898,Email > Paid Search > Social Media,3,0,0
1899,Social Media > Direct,2,0,0
1900,Paid Search > Paid Search > Organic Search > Direct,4,1,444.5
1901,Organic Search,1,0,0
1902,Organic Search,1,0,0
1903,Social Media > Paid Search,2,1,956.92
1904,Paid Search > Paid Search,2,1,291.98
1905,Paid Search,1,0,0
1906,Email,1,1,746.9
1907,Paid Search > Organic Search > Direct,3,0,0
1908,Organic Search,1,0,0
1909,Organic Search,1,0,0
1910,Paid Search,1,1,1070.23
1911,Paid Search,1,1,506.2
1912,Organic Search,1,0,0
1913,Social Media > Email > Direct > Paid Search > Social Media,5,1,157.99
1914,Social Media,1,0,0
1915,Paid Search,1,1,115.34
1916,Email > Direct > Email,3,0,0
1917,Paid Search > Direct,2,1,222.96
1918,Social Media > Organic Search > Direct,3,0,0
1919,Social Media > Email,2,0,0
1920,Social Media,1,0,0
1921,Paid Search,1,0,0
1922,Social Media > Organic Search > Organic Search,3,0,0
1923,Social Media,1,0,0
1924,Paid Search,1,0,0
1925,Email > Direct > Social Media,3,0,0
1926,Social Media > Organic Search > Direct,3,0,0
1927,Paid Search > Social Media > Organic Search > Social Media,4,0,0
1928,Paid Search > Paid Search,2,1,229.45
1929,Organic Search > Direct,2,1,276.13
1930,Social Media > Paid Search > Social Media,3,0,0
1931,Paid Search,1,0,0
1932,Social Media > Direct,2,1,539.42
1933,Social Media,1,1,82.06
1934,Organic Search > Social Media,2,1,180.77
1935,Email > Social Media,2,0,0
1936,Direct,1,0,0
1937,Paid Search > Email,2,1,762.73
1938,Social Media,1,0,0
1939,Organic Search,1,0,0
1940,Paid Search,1,0,0
1941,Organic Search,1,1,416.88
1942,Email,1,0,0
1943,Organic Search > Social Media > Direct,3,1,98.65
1944,Organic Search,1,1,234.36
1945,Direct,1,1,112.5
1946,Organic Search > Social Media,2,0,0
1947,Organic Search > Direct,2,0,0
1948,Social Media,1,0,0
1949,Paid Search > Email > Paid Search > Social Media > Email > Paid Search > Email,7,0,0
1950,Direct,1,0,0
1951,Social Media,1,0,0
1952,Social Media,1,1,65.17
1953,Organic Search > Social Media,2,0,0
1954,Organic Search > Paid Search,2,0,0
1955,Paid Search > Email,2,1,219.39
1956,Social Media > Social Media > Email > Paid Search,4,0,0
1957,Organic Search,1,1,206.36
1958,Paid Search,1,0,0
1959,Direct,1,1,284.4
1960,Email > Direct > Direct > Email > Paid Search,5,1,247.35
1961,Organic Search,1,1,353.77
1962,Paid Search,1,1,345.89
1963,Email > Paid Search > Email > Direct,4,0,0
1964,Email > Direct,2,0,0
1965,Email > Paid Search > Email > Direct,4,1,196.61
1966,Social Media > Organic Search > Direct,3,0,0
1967,Direct,1,1,100.09
1968,Direct,1,0,0
1969,Paid Search,1,1,789.15
1970,Social Media > Email,2,1,346.44
1971,Paid Search > Social Media > Direct,3,0,0
1972,Organic Search > Paid Search > Organic Search > Paid Search > Social Media,5,0,0
1973,Organic Search,1,0,0
1974,Direct,1,1,807.97
1975,Organic Search,1,0,0
1976,Paid Search > Organic Search > Organic Search > Paid Search > Email > Social Media,6,1,565.86
1977,Organic Search > Paid Search > Social Media,3,0,0
1978,Social Media > Email,2,1,55.37
1979,Email,1,0,0
1980,Organic Search,1,1,246.85
1981,Organic Search,1,0,0
1982,Paid Search > Social Media,2,0,0
1983,Social Media,1,0,0
1984,Direct,1,0,0
1985,Direct,1,0,0
1986,Organic Search > Paid Search,2,0,0
1987,Email > Social Media > Email > Direct,4,1,197.82
1988,Organic Search,1,1,183.87
1989,Email > Direct > Paid Search,3,0,0
1990,Direct,1,0,0
1991,Direct,1,0,0
1992,Organic Search > Paid Search > Direct,3,1,177.15
1993,Email,1,1,499.15
1994,Paid Search > Email > Direct,3,0,0
